% Created by Ralph Foorthuis, 2017
% See the following publication for use in anomaly detection research: Foorthuis, R.M. (2017). SECODA: Segmentation- and Combination-Based Detection of Anomalies. In: Proceedings of the 4th IEEE International Conference on Data Science and Advanced Analytics (DSAA 2017), Tokyo, Japan.
% www.foorthuis.nl

@relation Mountain
@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@data
1.96998256707877,2.99047207646698,3.93033235880113
3.84072652574047,3.04440444946295,2.68586708726018
3.53402595608475,3.11351761197509,3.94821288392908
2.36546413264796,4.08775647285297,4.05522241099679
5.54418167840041,4.45756790733638,4.13406314354671
3.6687761293584,4.56003688276411,3.46652860568118
5.94574885220873,3.5981740167226,4.09089938663827
7.43306795846748,3.85019298494281,3.75905015242259
4.51047400899134,4.27711249684156,3.52326203323847
4.73316224066129,4.20458041025845,4.46170386941683
6.36157847250494,2.25286306984361,4.21560074918032
5.28638413792994,4.75823091009565,4.50642321966012
6.59064373493481,3.24774477334781,3.49351778018308
4.37583614686135,4.35806690426802,3.75943319561495
7.18241019584077,4.64113099683166,3.67777024467167
3.88964188618397,4.07386822699001,4.45705162545663
5.67694224127957,3.67951796944944,3.90953776555502
4.31874025022683,4.05352783818354,4.52936787737439
5.25190880309056,4.15217724771658,3.87894348561264
5.26716945009123,4.68484167163142,2.65789960025322
5.36205529729704,3.6962821024022,4.39223227280558
2.63593326825291,3.72792111079824,4.23275347863999
2.5534865263936,4.536532984479,3.62480853930867
7.34705192976413,4.0060736810074,3.29770932217015
2.80848873509034,3.49820847310402,4.23826478937212
6.31968768832489,3.13868589975747,4.80770327022424
4.23484482256036,3.38516426768765,4.36292192976956
4.51844277384382,3.55740658623683,3.10056565727433
4.76472420769468,4.50225667281395,3.89640281409931
2.57703652942144,3.83065386826833,3.95206154667064
1.64486086127702,4.29638855415813,4.09288068120888
2.07966698084073,3.7220755259679,4.26584127036079
2.24209552478121,4.55420134559393,5.12808240490836
-3.1122729615196,3.79021432116269,4.61404962657699
1.16650031445175,3.9130384731292,4.70305745005681
3.10246146801587,4.22720108609958,4.16335268320807
2.4480645887895,4.28587380495994,3.35777302219851
2.33634389583489,4.11314523510755,3.6326482903936
4.10366023278641,4.66179207530912,4.35644771838397
2.76689737714914,3.73255476063439,3.895626135977
4.50879350185189,4.97312244294217,4.42418502589872
3.33695907712843,3.88056519104953,4.11087090833972
3.58736137105438,3.89310672359451,3.11863678437661
6.4306741727347,4.81570145338426,3.55673332710779
7.78411283767095,4.31138468249615,3.4025337093595
4.14838704227133,4.37258319756478,3.6694803316291
7.50339233887833,5.96987275188737,3.72154337401664
3.53702512648593,3.91631495037073,4.39645498193289
5.08690496952255,4.55930411584133,3.79746460970894
2.02199719765241,4.25191532444711,3.31179910968765
4.63106292769355,4.51734856035701,3.87362288570951
8.88465492844622,3.9671561126527,3.88228639851707
5.09938572304288,3.64152382506808,3.40920079507038
3.94151326535791,3.68352982390604,3.73927343484582
2.33843324463856,3.85570027817548,3.60300006255318
6.49286877232317,3.68631576956091,4.37562626551573
1.24848941762067,4.20594393314706,5.3064774187139
3.33778310495839,4.48643796965221,4.39614250312213
5.96182297221536,4.67225550448371,2.79084172215299
8.38154112828229,3.45608780994348,4.34304544009021
4.06109149350035,4.21420907290404,5.70422993224807
2.42896518850003,4.04678348609043,4.61991554123781
4.65088111223088,5.17833989282268,5.65447145515116
2.23831290011422,4.19723690938447,5.22627429374181
4.41865188613806,3.51348655137687,4.74677292586914
4.30206590486842,5.01495217420321,4.60757993104802
3.3130424110405,3.51044650709034,3.26095463156283
5.81175519232315,3.61557389306853,4.85020097608275
5.83790970762949,3.19557246030791,3.52082527817776
2.88802501592227,3.87770455530195,3.34646474227709
5.12046968260797,3.16463441757907,3.57265578610133
0.415164408387445,4.44925644116284,3.29407738104073
0.869166269824759,4.46197342608267,4.41750640537719
-2.64063776148069,3.49060548701355,4.81260502761998
4.30944314260212,3.7970029816209,4.51041389115278
3.27074667916467,4.25285910972637,2.99528612346994
-0.867367707424299,3.82217968063923,4.35417962498192
4.67292861082022,5.32532153731428,3.56716586074747
2.71909436015123,4.37156995554021,4.50764898668696
7.64224083439547,3.36483365527099,4.46674971736682
0.306553091392209,3.6038220622617,2.84653241720659
5.28343367308549,3.67701900022965,3.6265678642913
6.37104973854196,3.68090341698905,2.98175198585362
3.64462394031543,3.94666502672242,4.11851258277067
1.42774815173118,3.901888391591,4.2874516211045
4.92690128818655,4.37248205475829,3.93142808165623
5.76133254722146,4.41467446017948,4.26715338866322
4.27884390941292,4.39333706911606,2.69920798465366
3.24989034430643,3.69582637286002,4.33155246585137
4.08507806722364,3.94132752418728,3.58017696707601
5.26776058136453,4.58135333853661,3.65821794804489
0.585023080848467,3.47532752864702,3.75455814581323
4.03937309187975,4.06132405709085,4.99455404729819
3.40240726593687,4.89769294861914,4.18067277858864
3.11647434909588,4.18521710846994,3.89514680218102
5.18195063168104,4.18007875877679,4.8830529598618
1.73135838339507,3.65647987251624,2.74133226720046
